LON,LAT,POSTCODE,fibra_disp
-47.8245433,-15.6421325,73062-005,sim
-47.7571073,-15.6465308,73270-750,nao
-47.8021352,-15.6575361,73015-204,sim
-47.7652455,-15.7503114,71596-244,nao
-47.7805594,-15.6470719,73045-150,sim
-48.1156698,-15.798205,72210-108,sim
-47.831277,-15.6371565,73060-111,sim
-48.1342268,-15.7955708,72260-838,sim
-47.7564056,-15.6530396,73270-535,nao
-47.7727724,-15.6453641,73050-170,nao
-47.7753987,-15.6433249,73045-172,nao
-48.0468413,-16.0153695,72440-501,nao
-47.8395397,-15.6362374,73083-160,sim
-47.7649286,-15.7457209,71593-185,nao
-48.1498429,-15.8075096,72270-702,sim
-47.8168427,-15.6462273,73062-712,sim
-47.8402755,-15.6319176,73083-100,sim
-47.8045448,-15.6384036,73036-725,nao
-47.9727557,-15.8733914,71720-008,nao
-47.9707743,-15.9290076,71746-001,nao
-48.1045047,-15.8054476,72210-235,sim
-47.8320207,-15.6449177,73060-658,sim
-48.113855,-15.8277346,72220-207,nao
-47.8257069,-15.6425745,73062-008,sim
-48.1447506,-15.8039428,72270-419,sim
-48.1243547,-15.8000716,72252-098,sim
-47.7688824,-15.7460371,71591-465,nao
-48.1354851,-15.8069469,72241-806,nao
-47.8165252,-15.6470645,73064-212,nao
-47.9710066,-15.8685,71736-502,nao
-48.1368969,-15.79701,72260-809,sim
-48.109671,-15.8004931,72210-251,sim
-47.7708881,-15.7484458,71591-425,nao
-47.8359188,-15.6360202,73081-420,sim
-48.0690535,-16.0356825,72410-515,nao
-47.8440215,-15.6372815,73083-290,sim
-48.1139698,-15.8012561,72210-096,sim
-48.0761987,-16.0264875,72415-111,nao
-47.9602847,-15.864638,71710-001,nao
-48.0964592,-15.8186992,72215-203,nao
-48.1418922,-15.7884873,72261-217,sim
-48.0638163,-16.0341668,72410-312,nao
-47.7713718,-15.7482819,71591-395,nao
-48.1227748,-15.7943304,72250-314,sim
-47.9775499,-15.8771527,71720-024,nao
-47.7642022,-15.745869,71593-170,nao
-48.0466397,-16.0127559,72440-504,nao
-48.1604953,-15.804526,72275-366,sim
-48.1221057,-15.7894457,72251-606,sim
-48.1338449,-15.7998743,72260-716,sim
-48.1286182,-15.8020358,72251-806,nao
-48.1619687,-15.7991438,72275-482,sim
-48.0746469,-16.0152616,72420-220,nao
-48.1517612,-15.8082762,72275-154,sim
-47.7767455,-15.7477576,71591-280,nao
-48.1383644,-15.799429,72260-755,sim
-48.1272477,-15.8162767,72240-812,nao
-47.7737426,-15.7526654,71590-666,nao
-48.0598958,-16.0339105,72410-303,nao
-48.1186857,-15.7919999,72250-413,sim
-48.1324758,-15.8015133,72260-608,sim
-47.8351604,-15.6314602,73081-605,sim
-47.8357367,-15.6231696,73086-110,sim
-47.8011521,-15.6456341,73006-050,sim
-47.9750319,-15.8730664,71710-555,nao
-48.1271045,-15.8093446,72225-378,sim
-47.828695,-15.643546,73060-650,sim
-47.9941101,-15.8776301,71732-090,nao
-47.8262897,-15.6492984,73062-209,sim
-48.1108942,-15.8084367,72210-071,sim
-48.1465743,-15.8005783,72265-120,sim
-48.1342913,-15.8039058,72260-648,sim
-47.8271742,-15.6404237,73060-507,sim
-48.1315407,-15.8092314,72241-319,sim
-48.1327093,-15.8100882,72241-603,sim
-48.1320074,-15.7870416,72255-603,sim
-48.1283086,-15.800342,72252-091,sim
-48.13065,-15.8023309,72260-689,sim
-47.8233289,-15.6388752,73060-708,sim
-48.1117989,-15.8164471,72225-035,sim
-48.1413388,-15.8026941,72270-222,sim
-47.7768389,-15.7563348,71590-309,nao
-47.7653123,-15.739534,71593-540,nao
-48.0851028,-16.0064095,72420-418,nao
-48.0515655,-16.0100335,72450-072,nao
-48.1547729,-15.8063819,72275-182,sim
-48.1409333,-15.7911515,72261-039,sim
-48.1200102,-15.7879949,72251-616,sim
-48.133141,-15.8065273,72241-712,nao
-48.0726916,-16.0217522,72405-441,nao
-48.1376268,-15.8026101,72260-643,sim
-47.794668,-15.6582829,73015-319,sim
-47.7987635,-15.6603024,73015-209,sim
-48.0569901,-16.0392026,72410-709,nao
-48.0771647,-16.0057718,72425-132,nao
-47.767285,-15.7493212,71596-280,nao
-47.7704758,-15.7445323,71591-525,nao
-47.7743083,-15.7509931,71590-678,nao
-48.1323203,-15.8079526,72241-543,nao
-47.7788544,-15.7530582,71590-485,nao
-48.1492277,-15.8069237,72270-704,sim
-48.1098969,-15.8002109,72210-252,sim
-48.0665037,-16.0243713,72405-370,nao
-47.8442314,-15.6251043,73086-220,sim
-47.7739509,-15.7492679,71591-325,nao
-48.1141597,-15.7975141,72210-263,sim
-47.8257124,-15.6470826,73062-112,sim
-48.0610598,-16.0295711,72465-425,nao
-47.7690801,-15.7541753,71590-345,nao
-47.9695643,-15.8714971,71720-005,nao
-48.1397821,-15.8025195,72270-109,sim
-48.0741677,-16.0182925,72420-252,nao
-47.9616441,-15.8660317,71710-008,nao
-48.1105833,-15.8132392,72210-046,sim
-48.1379185,-15.8072491,72242-009,sim
-48.1288748,-15.8042795,72225-397,nao
-48.1215494,-15.8113893,72225-218,sim
-48.1352038,-15.8046823,72260-673,sim
-48.051763,-16.0197734,72460-190,nao
-48.1322938,-15.8142842,72241-109,nao
-47.7915162,-15.6564992,73015-414,sim
-47.7774333,-15.7487844,71591-250,nao
-47.7788502,-15.6513184,73050-149,nao
-47.9739751,-15.8826247,71730-055,nao
-47.7779512,-15.7536823,71590-529,nao
-48.1095918,-15.7988072,72210-256,sim
-48.1203592,-15.8061904,72225-086,sim
-48.110505,-15.7985519,72210-254,sim
-48.1185167,-15.8237007,72225-177,nao
-48.104064,-15.8189705,72215-018,nao
-47.8404292,-15.6578803,73090-904,nao
-47.8308,-15.6270383,73080-620,sim
-47.7780705,-15.7522968,71590-541,nao
-47.8353326,-15.6283999,73081-745,sim
-48.1133795,-15.8087076,72210-064,sim
-48.1042961,-15.8221332,72215-039,nao
-47.7726819,-15.7461896,71591-390,nao
-48.0689774,-16.0164601,72405-100,nao
-47.9666477,-15.8678397,71715-011,nao
-48.1294917,-15.8062681,72241-702,nao
-47.7792158,-15.6417274,73046-060,nao
-48.1346154,-15.811378,72241-615,nao
-48.1404036,-15.8050791,72270-203,sim
-47.8269639,-15.6400479,73060-506,sim
-47.796473,-15.6597181,73015-310,sim
-48.141051,-15.8081528,72242-105,sim
-48.1139431,-15.8053449,72210-087,sim
-47.7647829,-15.7529292,71596-223,nao
-48.1378301,-15.7975882,72260-815,sim
-47.8072989,-15.6615528,73020-021,nao
-47.8245553,-15.6484217,73062-207,sim
-47.7770612,-15.751685,71590-582,nao
-47.8382313,-15.6342064,73082-260,sim
-48.1208878,-15.8108492,72225-214,sim
-48.0842223,-16.0246529,72415-608,nao
-47.8391255,-15.6267559,73086-030,nao
-48.0566,-16.0165511,72445-045,nao
-48.1600536,-15.8059048,72275-274,sim
-47.795846,-15.6447317,73006-160,sim
-48.1540007,-15.8065623,72275-106,sim
-48.1315763,-15.8102005,72241-321,sim
-47.8516976,-15.6216084,73086-425,nao
-48.119283,-15.8234903,72225-178,nao
-47.7619466,-15.7448289,71593-610,nao
-48.1057811,-15.8235014,72215-031,nao
-48.0980615,-15.8193717,72215-197,nao
-47.7736278,-15.6464811,73050-167,nao
-47.8249531,-15.6479755,73062-204,sim
-48.1200278,-15.8185691,72225-201,sim
-48.1407294,-15.795529,72260-893,sim
-47.825587,-15.647634,73062-202,sim
-48.1567565,-15.8011559,72265-180,nao
-48.1378949,-15.7954786,72260-877,sim
-48.135788,-15.8023791,72260-617,sim
-47.7603401,-15.6530274,73270-200,nao
-48.1260215,-15.8142131,72240-801,nao
-47.7670481,-15.7402263,71593-520,nao
-48.1393035,-15.8050001,72270-104,sim
-48.0622374,-16.0210957,72405-110,nao
-48.1230128,-15.812396,72225-224,sim
-48.133492,-15.7952738,72260-840,sim
-48.1082376,-15.8166981,72210-023,nao
-47.7923797,-15.6605943,73020-408,nao
-48.1253846,-15.8147203,72225-353,nao
-47.8225516,-15.6493116,73062-814,sim
-47.8296756,-15.6380079,73060-106,sim
-48.1092026,-15.8001569,72210-253,sim
-48.1475477,-15.8080113,72270-504,sim
-48.1546013,-15.8083299,72275-109,sim
-48.1387598,-15.8014476,72260-739,sim
-47.771488,-15.7512764,71590-789,nao
-48.140993,-15.7935944,72261-019,sim
-48.1330548,-15.7972615,72260-832,sim
-48.1395743,-15.7967954,72260-825,sim
-48.1173741,-15.796244,72250-207,sim
-47.8171125,-15.6442356,73063-004,sim
-48.1265009,-15.7892282,72251-005,sim
-48.1359328,-15.8114288,72241-623,nao
-48.1190239,-15.7974587,72250-203,sim
-48.1135141,-15.8110392,72225-051,sim
-47.7714433,-15.750723,71590-795,nao
-48.1614703,-15.7982861,72275-486,sim
-47.8024667,-15.6452015,73006-005,sim
-48.1125842,-15.8009399,72210-242,sim
-48.1332079,-15.8002201,72260-722,sim
-47.8085079,-15.6613689,73020-045,nao
-48.1560142,-15.8066831,72275-176,sim
-47.8079181,-15.6569246,73020-112,sim
-48.0510802,-16.00433,72450-016,nao
-48.0552871,-16.0058721,72445-050,nao
-48.0662425,-16.0321945,72410-216,nao
-47.8249192,-15.6447076,73062-803,sim
-48.1169912,-15.8022396,72210-084,sim
-48.1288125,-15.8059598,72225-395,sim
-47.7708027,-15.7466651,71591-435,nao
-47.8017982,-15.6460942,73006-145,nao
-48.0546456,-15.9936451,72429-000,nao
-48.1413149,-15.793624,72261-064,sim
-48.0834455,-16.0215031,72415-313,nao
-48.1325572,-15.8029519,72260-638,sim
-47.9711207,-15.8824112,71731-145,nao
-47.8165719,-15.6445747,73063-008,sim
-47.8293658,-15.6379293,73060-107,sim
-48.0617374,-16.0402386,72410-802,nao
-48.1342444,-15.7973218,72260-816,sim
-48.0811707,-16.027906,72415-515,nao
-48.1292885,-15.8186631,72240-540,nao
-48.1276205,-15.8086979,72225-391,sim
-48.1321302,-15.8070348,72241-710,nao
-47.748917,-15.6643686,73270-440,nao
-47.8899232,-15.645747,73100-715,nao
-48.1356545,-15.7941803,72260-852,sim
-48.0672175,-16.0328219,72410-513,nao
-48.1324272,-15.7987981,72260-744,sim
-48.0698059,-16.0175407,72405-180,nao
-47.765717,-15.7400383,71593-535,nao
-48.1360236,-15.804309,72260-667,sim
-48.0836921,-16.0073384,72420-413,nao
-48.1366695,-15.8014313,72260-713,sim
-47.771886,-15.7495974,71590-804,nao
-47.7724143,-15.6448277,73050-172,nao
-47.7877953,-15.6590361,73020-413,nao
-48.1420955,-15.803398,72270-220,sim
-47.8364438,-15.6349785,73081-496,nao
-47.7665124,-15.7495779,71596-277,nao
-48.0596899,-15.9936805,72429-070,nao
-47.766458,-15.7400553,71593-525,nao
-48.1539391,-15.8060851,72275-184,sim
-48.1409865,-15.8046983,72270-211,sim
-48.0788285,-16.0258748,72415-510,nao
-47.7667006,-15.7432801,71593-295,nao
-47.7666667,-15.7528343,71596-162,nao
-48.1447332,-15.8065931,72270-406,sim
-48.0641604,-16.032204,72410-204,nao
-48.0603823,-16.0243414,72465-372,nao
-48.1282441,-15.8130236,72240-811,nao
-47.7715022,-15.7448844,71591-515,nao
-48.0718944,-16.0279553,72410-112,nao
-47.7696788,-15.6468059,73050-193,nao
-48.1032819,-15.8099038,72210-209,sim
-47.8319003,-15.6347424,73081-120,sim
-47.8258786,-15.6509487,73065-161,nao
-48.1266942,-15.796752,72255-112,sim
-48.1074923,-15.8075843,72210-221,sim
-48.1362081,-15.7989139,72260-757,sim
-47.8010156,-15.6613465,73015-212,sim
-48.1389943,-15.7906093,72261-066,sim
-47.9776242,-15.8803723,71730-160,nao
-48.1149249,-15.8292428,72220-213,nao
-47.7877521,-15.6571288,73020-414,nao
-48.140985,-15.8100703,72242-113,sim
-48.0597273,-16.0411567,72410-805,nao
-48.1196228,-15.795056,72250-406,sim
-48.1205368,-15.8055158,72225-084,sim
-47.8548076,-15.6339322,73083-750,sim
-47.7717524,-15.7521322,71590-743,nao
-48.135494,-15.7966803,72260-806,sim
-48.150583,-15.8063573,72270-709,sim
-48.1066653,-15.8166946,72210-026,sim
-48.1281842,-15.8169615,72240-818,nao
-47.9709365,-15.867932,71736-501,nao
-48.143394,-15.7973049,72265-150,sim
-47.9676357,-15.8704773,71715-520,nao
-47.8278025,-15.643189,73060-803,sim
-47.7780474,-15.7549958,71590-206,nao
-48.1252364,-15.8194405,72240-407,nao
-48.0463955,-15.9794015,72426-100,nao
-48.1315377,-15.8033348,72260-632,sim
-47.8272275,-15.6460562,73062-107,sim
-47.8159339,-15.6451594,73063-011,sim
-48.0684965,-16.0293293,72410-105,nao
-47.9776055,-15.8752298,71720-020,nao
-48.123138,-15.7886583,72251-602,sim
-47.962295,-15.8667907,71710-011,nao
-48.1280883,-15.7981024,72255-106,sim
-48.1322808,-15.8016012,72260-610,sim
-48.1276914,-15.7861087,72251-703,sim
-48.1080209,-15.8119281,72210-056,sim
-47.7716445,-15.6468402,73050-178,nao
-47.8048022,-15.6568099,73015-127,nao
-48.1354412,-15.8046308,72260-669,sim
-48.1405315,-15.7954703,72260-853,sim
-48.1402228,-15.7966841,72260-843,sim
-48.1247432,-15.8176105,72240-401,nao
-48.1279737,-15.8183273,72240-524,nao
-48.075023,-16.0301793,72415-408,nao
-48.1409772,-15.7934572,72261-021,sim
-48.1370545,-15.79209,72261-016,sim
-47.8045218,-15.6457765,73035-072,sim
-47.7747855,-15.6487663,73050-174,nao
-48.1478118,-15.8076428,72270-506,sim
-48.0832212,-16.0081114,72420-424,nao
-47.778835,-15.7520258,71590-494,nao
-48.111272,-15.8089394,72210-069,sim
-47.7701291,-15.6473841,73050-196,nao
-48.1355077,-15.7961645,72260-868,sim
-48.138795,-15.7970675,72260-827,sim
-48.1329657,-15.8010571,72260-775,sim
-47.8226035,-15.637853,73060-705,sim
-48.1357846,-15.7952976,72260-860,sim
-47.8394605,-15.6492642,73090-912,nao
-48.1348255,-15.8097274,72241-613,nao
-48.1385403,-15.7908202,72261-048,sim
-48.0823128,-16.0256563,72415-503,nao
-48.1289539,-15.8040772,72225-398,sim
-47.8532936,-15.6197529,73086-435,nao
-47.8256688,-15.6483868,73062-208,sim
-47.8455444,-15.623393,73086-320,nao
-47.7730163,-15.64793,73050-176,nao
-47.8046823,-15.6390542,73035-093,sim
-47.7598343,-15.7435708,71593-680,nao
-47.8436492,-15.636247,73083-270,sim
-48.0792326,-16.0224598,72415-209,nao
-47.7651367,-15.7451306,71593-215,nao
-48.1206437,-15.7985037,72250-108,sim
-48.0429459,-16.0483186,72491-060,nao
-48.1333975,-15.7991961,72260-712,sim
-47.8026658,-15.6541836,73025-042,sim
-48.1215386,-15.8146336,72225-221,sim
-48.1404913,-15.7933412,72261-015,sim
-47.7728729,-15.7504477,71590-718,nao
-47.8254857,-15.6398311,73060-503,sim
-47.8499034,-15.6345096,73083-510,sim
-47.9654413,-15.8692059,71720-520,nao
-48.1126348,-15.828219,72220-203,nao
-47.7558585,-15.6592331,73270-359,nao
-48.1313409,-15.813265,72241-526,sim
-47.9750862,-15.8721,71715-042,nao
-47.9774776,-15.8745918,71710-039,nao
-47.8151163,-15.6446975,73064-232,sim
-48.100009,-15.8138209,72210-185,sim
-48.1116471,-15.8130104,72210-042,sim
-48.1470313,-15.8072069,72270-505,sim
-48.1337602,-15.8034992,72260-658,sim
-48.1035338,-15.8094787,72210-210,sim
-48.1455139,-15.8063888,72270-408,sim
-47.7879535,-15.655347,73015-616,sim
-48.0765226,-16.0265508,72415-412,nao
-48.1333493,-15.8073021,72241-801,nao
-47.776799,-15.7488229,71591-265,nao
-47.7895323,-15.6552821,73015-413,sim
-47.8511491,-15.6324685,73083-700,sim
-47.7591137,-15.6526437,73270-560,nao
-48.03931,-16.0491564,72491-040,nao
-48.1328539,-15.8068629,72241-711,nao
-48.1390683,-15.8009342,72260-773,sim
-47.9685979,-15.8697793,71710-545,nao
-47.8069982,-15.6511162,73031-625,sim
-48.0632746,-16.0211903,72405-150,nao
-48.0604357,-16.0345191,72410-304,nao
-47.8525673,-15.6325265,73083-720,sim
-48.132096,-15.8079557,72241-544,sim
-47.820591,-15.6464712,73062-503,sim
-48.1060098,-15.8034818,72210-236,sim
-47.8247817,-15.6752489,73091-901,nao
-48.1187627,-15.806334,72225-079,sim
-48.0781716,-16.0286291,72415-403,nao
-48.1596857,-15.8011796,72275-462,sim
-48.07574,-16.0218019,72415-201,nao
-48.148595,-15.8059586,72270-513,sim
-48.1549731,-15.8096589,72275-168,sim
-47.8287692,-15.6295551,73080-430,sim
-47.8368375,-15.6324092,73081-565,sim
-47.829161,-15.6319649,73080-220,nao
-47.8021844,-15.6462911,73006-140,sim
-47.9771278,-15.8733281,71715-048,nao
-47.8418575,-15.6329494,73083-250,sim
-48.1133681,-15.8040145,72210-091,sim
-48.1347677,-15.792774,72261-026,sim
-48.1396271,-15.789321,72261-233,sim
-47.9698922,-15.8713594,71720-006,nao
-48.1404927,-15.791172,72261-049,sim
-48.1393218,-15.7959046,72260-865,sim
-48.1211648,-15.8025203,72225-096,sim
-47.776827,-15.7545298,71590-212,nao
-48.1026898,-15.8110617,72210-207,sim
-47.8229411,-15.6206177,73088-300,sim
-48.1186346,-15.8004693,72210-101,sim
-47.8240762,-15.6409134,73062-003,sim
-48.0690976,-16.0156345,72405-020,nao
-47.7658618,-15.7429876,71593-335,nao
-47.7751291,-15.7519339,71590-632,nao
-47.7697137,-15.7409198,71593-485,nao
-47.8315175,-15.6360271,73081-180,sim
-47.8317475,-15.6838144,73252-140,nao
-47.7654393,-15.7444145,71593-315,nao
-48.0671688,-16.0308931,72410-212,nao
-47.9986608,-15.8401941,71996-750,nao
-48.1400523,-15.7937989,72261-013,sim
-47.8426235,-15.6380213,73083-200,sim
-47.7774819,-15.6437282,73046-620,nao
-47.7673818,-15.7404492,71593-515,nao
-47.7744704,-15.6411284,73046-730,nao
-47.7946458,-15.6563532,73015-307,sim
-48.1429432,-15.8077983,72242-153,sim
-47.9614035,-15.8653339,71710-006,nao
-48.1238835,-15.8209189,72240-404,nao
-48.1405162,-15.8046315,72270-210,sim
-48.1466952,-15.8018953,72265-070,nao
-48.1345584,-15.7958303,72260-864,sim
-48.0726125,-16.0307355,72410-404,nao
-47.7773814,-15.7539613,71590-526,nao
-47.7650316,-15.7401935,71593-465,nao
-47.7754271,-15.6471846,73050-166,nao
-47.8175785,-15.643419,73063-005,sim
-48.1177935,-15.8179692,72225-193,sim
-48.1241267,-15.8072349,72225-240,sim
-48.0426788,-16.0453093,72491-010,nao
-48.1281235,-15.8057083,72225-394,sim
-47.8187197,-15.6509908,73065-224,sim
-47.8370223,-15.6319998,73081-585,sim
-48.1491109,-15.8072545,72270-606,sim
-48.0673625,-16.0183816,72405-523,nao
-48.1229518,-15.7957842,72250-310,sim
-47.8260303,-15.6479997,73062-205,sim
-48.0691163,-16.0323499,72410-505,nao
-47.8277674,-15.64075,73060-510,sim
-47.8532158,-15.6200717,73086-430,nao
-48.0726184,-16.0269655,72415-104,nao
-48.0490585,-16.0068457,72450-037,nao
-48.1478553,-15.8045644,72270-518,sim
-47.7751762,-15.7506631,71590-641,nao
-47.8226679,-15.6400209,73060-206,sim
-48.1411369,-15.8095825,72242-111,sim
-48.1215577,-15.8091149,72225-233,sim
-48.0641749,-16.0230344,72405-250,nao
-48.1546217,-15.8092183,72275-166,sim
-47.8547935,-15.6350617,73084-330,sim
-48.0660903,-16.0330392,72410-511,nao
-47.8217189,-15.6473044,73062-507,sim
-48.1284469,-15.791666,72255-314,sim
-48.1342673,-15.8064191,72241-803,nao
-47.9781184,-15.877935,71720-026,nao
-47.7747584,-15.7516072,71590-675,nao
-48.0631627,-16.0198427,72405-090,nao
-48.0844839,-16.005945,72420-416,nao
-48.0792727,-16.0104406,72420-179,nao
-47.8549315,-15.6332489,73083-740,sim
-47.9618456,-15.8698271,71705-521,nao
-47.7752725,-15.7503547,71590-687,nao
-47.8272669,-15.6457512,73062-106,sim
-48.1372909,-15.8003761,72260-719,sim
-48.065726,-16.0349938,72410-509,nao
-48.1325165,-15.8040881,72260-644,sim
-48.0566661,-15.9955228,72429-030,nao
-48.1372282,-15.7912063,72261-056,sim
-47.7798046,-15.7484862,71591-200,nao
-47.967523,-15.8664383,71736-500,nao
-48.0315841,-15.9590738,72426-030,nao
-47.8349392,-15.6350675,73081-455,nao
-47.7673763,-15.6458661,73050-187,nao
-48.1355016,-15.8083468,72241-808,nao
-48.1311528,-15.8018007,72260-618,sim
-48.0629636,-16.0004711,72430-400,nao
-48.1314542,-15.7945845,72255-540,nao
-48.1429404,-15.8038971,72270-219,sim
-47.7775232,-15.6473975,73050-161,nao
-47.8361302,-15.6251186,73082-590,sim
-47.9790009,-15.8764627,71720-023,nao
-48.108932,-15.8114734,72210-054,sim
-48.0608732,-16.0257961,72465-382,nao
-47.7745274,-15.7471587,71591-340,nao
-48.0830628,-16.0092198,72420-426,nao
-47.8228361,-15.6496622,73062-413,sim
-48.1425942,-15.7994312,72265-110,sim
-47.9738183,-15.8714503,71715-037,nao
-48.1102911,-15.8196196,72225-014,nao
-48.1311546,-15.8116727,72241-324,sim
-48.1439909,-15.8091736,72242-167,sim
-47.7556035,-15.6516735,73270-605,nao
-48.1262025,-15.812075,72225-374,nao
-47.7998521,-15.6580583,73015-203,sim
-47.9956712,-15.8395957,71996-765,nao
-48.11888,-15.7909803,72250-414,sim
-47.7713384,-15.7551012,71590-333,nao
-47.9732647,-15.8731465,71720-009,nao
-47.8242397,-15.648332,73062-810,sim
-47.9628658,-15.868153,71720-505,nao
-48.1430267,-15.8065514,72270-301,sim
-47.7763276,-15.7473661,71591-290,nao
-48.0639593,-16.0235477,72405-270,nao
-48.0710093,-16.0221917,72405-420,nao
-47.9737554,-15.868095,71736-208,nao
-48.0828282,-16.0065415,72420-410,nao
-48.046231,-16.015992,72440-505,nao
-47.8474334,-15.6350874,73083-480,sim
-48.0601477,-16.003286,72430-210,nao
-48.063245,-16.0218062,72405-170,nao
-48.1430178,-15.8058383,72270-304,sim
-48.0605805,-16.0285305,72465-413,nao
-47.8204003,-15.6451018,73062-319,sim
-47.7708745,-15.7515661,71590-786,nao
-47.8269756,-15.647302,73062-111,sim
-48.0645319,-16.0159962,72405-555,nao
-47.9722768,-15.8740472,71720-588,nao
-47.8229196,-15.6371521,73060-704,sim
-47.8280114,-15.6446883,73062-102,sim
-47.7706593,-15.7539772,71590-336,nao
-48.0631066,-16.0222739,72405-210,nao
-47.7941528,-15.6450746,73005-080,sim
