LON,LAT,POSTCODE,fibra_disp
-47.7749216,-15.6528557,73050-615,nao
-47.7669706,-15.7421135,71593-310,nao
-48.1425176,-15.8091635,72242-159,sim
-47.8229056,-15.6395707,73060-201,nao
-48.1355918,-15.804113,72260-671,sim
-48.1385919,-15.8019037,72260-735,sim
-47.8340233,-15.6885602,73252-150,nao
-47.9766322,-15.8823584,71730-135,nao
-48.1376975,-15.8047032,72260-655,sim
-47.9859894,-15.9424051,71745-703,nao
-47.7656897,-15.7482942,71596-256,nao
-48.1283366,-15.8068713,72225-399,nao
-48.0774976,-16.0176857,72420-293,nao
-47.7853614,-15.6479559,73041-615,sim
-47.7928448,-15.6503488,73010-507,nao
-47.9727124,-15.8720277,71710-027,nao
-48.04935,-16.0153194,72450-125,nao
-48.050913,-16.0230136,72460-276,nao
-47.7945455,-15.6489558,73006-085,nao
-48.1261991,-15.8232326,72240-501,nao
-47.9727761,-15.871042,71715-033,nao
-47.9766374,-15.8753878,71720-017,nao
-47.9746211,-15.8718027,71715-040,nao
-47.8269907,-15.6467142,73062-109,sim
-47.9707103,-15.8698609,71715-027,nao
-48.078294,-16.0110239,72420-174,nao
-48.1353869,-15.7925138,72261-030,sim
-47.7898173,-15.6498863,73011-020,sim
-47.794075,-15.6547172,73015-383,nao
-47.7861098,-15.6499511,73010-540,nao
-47.802112,-15.6401514,73035-090,sim
-48.1319491,-15.8134935,72241-531,nao
-48.1488031,-15.801183,72265-511,nao
-48.0742296,-16.0159884,72420-223,nao
-47.7721789,-15.749937,71590-755,nao
-48.080773,-16.0156499,72420-306,nao
-47.9730499,-15.8672845,71736-203,nao
-48.1377875,-15.8017202,72260-731,sim
-48.0702133,-16.0035956,72425-013,nao
-48.0763947,-16.0292411,72415-400,nao
-47.8265206,-15.6440256,73062-101,sim
-47.7708543,-15.650589,73050-625,nao
-47.8257196,-15.6494892,73062-214,sim
-48.1397769,-15.7981265,72260-837,sim
-47.7908384,-15.6556069,73015-342,nao
-47.9717111,-15.8737264,71705-028,nao
-48.1384555,-15.7906369,72261-067,sim
-48.1354216,-15.801312,72260-771,sim
-48.0540261,-16.0223598,72460-207,nao
-47.7966474,-15.6485413,73006-060,sim
-48.1331919,-15.801771,72260-602,sim
-47.802547,-15.6526394,73026-110,sim
-48.1305791,-15.8036042,72260-688,nao
-48.0486105,-16.0207055,72450-176,nao
-48.1404281,-15.7900129,72261-201,sim
-47.8006525,-15.6593258,73015-208,sim
-48.1458455,-15.7895089,72265-730,sim
-47.8326514,-15.6297321,73080-740,sim
-47.9896053,-15.8772723,71732-130,nao
-48.0723779,-16.0022453,72425-017,nao
-47.9659959,-15.8678893,71715-009,nao
-48.0497576,-16.0212844,72450-177,nao
-47.8198844,-15.6467928,73062-510,sim
-48.0739499,-16.0281541,72415-411,nao
-47.9960661,-15.8778582,71732-060,nao
-47.9692816,-15.8701494,71710-013,nao
-48.1315471,-15.8137001,72241-528,nao
-47.7895724,-15.6459921,73011-115,sim
-47.9725775,-15.8709396,71715-032,nao
-48.0503265,-16.0097908,72460-064,nao
-48.1233324,-15.8225926,72240-508,nao
-47.8290603,-15.6324152,73080-185,nao
-47.7972359,-15.6568779,73015-326,sim
-48.1370672,-15.8024417,72260-639,sim
-48.1516566,-15.8013077,72265-508,sim
-48.1318438,-15.7995889,72260-736,sim
-47.8092172,-15.6467138,73031-565,sim
-47.8011882,-15.6529048,73026-130,sim
-48.0663108,-16.0227677,72405-015,nao
-47.8280716,-15.6400432,73060-509,nao
-47.8204601,-15.6468445,73062-509,sim
-47.967195,-15.8744053,71705-425,nao
-48.0804197,-16.0121525,72420-246,nao
-47.9750541,-15.8807117,71731-130,nao
-48.1374056,-15.8052991,72260-659,sim
-48.0786588,-16.0145236,72420-234,nao
-47.7946547,-15.6624589,73020-404,nao
-48.129401,-15.8128694,72240-576,nao
-48.0647345,-16.0182414,72405-531,nao
-47.8036924,-15.6477847,73031-501,nao
-48.1274724,-15.8118326,72240-565,sim
-48.0772079,-16.0141504,72420-233,nao
-47.7901332,-15.6402643,73040-643,nao
-47.9679512,-15.8688934,71715-017,nao
-47.7872258,-15.6476946,73011-145,nao
-47.7823836,-15.6500027,73050-057,nao
-48.0752129,-16.014164,72420-167,nao
-48.0480247,-16.0099251,72450-068,nao
-47.8076204,-15.6607517,73020-020,nao
-47.7885371,-15.6535297,73015-625,sim
-47.7834363,-15.6408507,73045-621,nao
-47.7884751,-15.6404839,73040-646,nao
-48.0709765,-16.030007,72410-413,nao
-47.804087,-15.6470805,73035-070,sim
-47.8246731,-15.6487083,73062-211,sim
-48.0533341,-16.0265353,72460-287,nao
-47.7921305,-15.6414351,73040-110,sim
-47.7604544,-15.653801,73270-210,nao
-47.7814076,-15.6472627,73041-720,sim
-48.1345894,-15.8019743,72260-615,sim
-47.7915197,-15.6495434,73010-120,nao
-48.1484445,-15.800481,72265-501,nao
-47.8048159,-15.647557,73031-505,sim
-48.1261459,-15.8236192,72240-504,nao
-48.1274222,-15.8122099,72240-568,sim
-48.1261289,-15.8173339,72240-533,nao
-48.1307372,-15.8030712,72260-628,sim
-47.6907995,-15.6004755,73403-303,nao
-48.1554716,-15.8086658,72275-112,sim
-48.0558689,-15.9994025,72465-445,nao
-47.6741913,-15.6352482,73391-133,nao
-47.6504889,-15.6722097,73370-063,nao
-47.6493379,-15.6738517,73370-009,nao
-47.6678857,-15.6066273,73401-333,nao
-47.6465441,-15.6351902,73368-424,nao
-47.6501593,-15.6738916,73370-008,nao
-47.6759993,-15.6308532,73391-159,nao
-47.6560729,-15.6392834,73365-732,nao
-47.6499409,-15.6725099,73370-062,nao
-47.6513371,-15.6729988,73370-068,nao
-47.6379552,-15.6310984,73368-282,nao
-47.6468293,-15.672042,73370-041,nao
-47.6507158,-15.6751528,73370-029,nao
-47.6508692,-15.6718886,73370-046,nao
-47.6579588,-15.6799006,73381-111,nao
-47.6583132,-15.67105,73376-615,nao
-47.6534426,-15.6445891,73366-149,nao
-47.6581449,-15.6428439,73366-670,nao
-47.640807,-15.6306929,73368-244,nao
-47.6825299,-15.6418196,73391-235,nao
-47.9916705,-15.8269091,71090-555,nao
-47.9932076,-15.823267,71090-595,nao
-47.9792163,-15.8345637,71060-260,nao
-47.9710811,-15.8608984,71081-345,nao
-47.9693325,-15.8378472,71050-195,nao
-48.2002362,-15.6740939,72725-102,nao
-48.1941154,-15.6837305,72705-502,nao
-47.9783643,-15.8371121,71060-274,nao
-47.9936309,-15.8178112,71090-675,nao
-47.7786121,-15.7665887,71572-602,nao
-47.9790174,-15.8378162,71060-275,nao
-47.7788519,-15.7756129,71571-021,nao
-47.9779117,-15.8297992,71050-150,nao
-47.9645105,-15.8487657,71070-027,nao
-47.7804315,-15.7803444,71570-205,nao
-47.9806434,-15.831394,71060-235,nao
-48.1999964,-15.6666604,72726-100,nao
-47.781367,-15.764869,71573-002,nao
-47.9637877,-15.8621375,71081-035,nao
-48.2035815,-15.6772707,72720-650,nao
-48.1952723,-15.6840047,72705-513,nao
-47.9738255,-15.8565757,71081-235,nao
-47.7789781,-15.7729436,71571-212,nao
-47.7804654,-15.7598436,71573-401,nao
-48.0185651,-15.8211716,72005-395,nao
-47.9622572,-15.8522345,71070-148,nao
-47.7768386,-15.7745943,71571-403,nao
-47.7832559,-15.7717238,71572-007,nao
-47.9643876,-15.8518963,71070-440,nao
-47.7803097,-15.7682364,71572-303,nao
-47.7782221,-15.7666787,71572-208,nao
-47.7822455,-15.7633456,71573-009,nao
-47.9318397,-15.7992294,70673-508,nao
-48.0612587,-15.8661049,72304-053,nao
-47.9760963,-15.8414788,71065-211,nao
-47.9692982,-15.836578,71050-074,nao
-47.9829317,-15.8294254,71060-245,nao
-47.932852,-15.7806347,70645-111,nao
-48.0663728,-15.8726686,72308-403,nao
-47.9379524,-15.7936945,70655-870,nao
-48.0877653,-15.8760968,72300-601,nao
-47.9388374,-15.7864823,70648-500,nao
-48.0839984,-15.8717152,72316-087,nao
-47.9381609,-15.7887774,70648-013,nao
-47.9401209,-15.7925116,70650-402,nao
-48.0654809,-15.8688743,72302-705,nao
-47.9353772,-15.7795344,70645-102,nao
-48.1243057,-15.8817462,72325-541,nao
-48.0732972,-15.8726258,72302-532,nao
-47.9430546,-15.7982381,70650-351,nao
-48.0762135,-15.8796628,72306-514,nao
-48.0762427,-15.87703,72306-603,nao
-48.1241783,-15.8956735,72303-519,nao
-47.937228,-15.7972809,70658-231,nao
-48.0967093,-15.8885789,72305-526,nao
-47.9296156,-15.7847552,70675-703,nao
-48.1227928,-15.8949316,72303-507,nao
-48.0740167,-15.872907,72302-533,nao
-47.9356346,-15.7867679,70640-095,nao
-47.9221423,-15.8001479,70670-201,nao
-47.9319304,-15.7901475,70675-321,nao
-48.0735193,-15.8743461,72306-703,nao
-48.1286484,-15.8974819,72303-535,nao
-47.9785154,-15.8366791,71060-272,nao
-47.9811176,-15.8292042,71060-636,nao
-47.9291675,-15.7845056,70675-725,nao
-47.9324279,-15.783643,70645-610,nao
-48.1191138,-15.8822664,72325-521,nao
-47.9232394,-15.8012121,70670-212,nao
-48.1286384,-15.8968775,72303-537,nao
-48.1174959,-15.8971317,72317-503,nao
-48.0728823,-15.8740584,72306-702,nao
-47.9235649,-15.802488,70670-309,nao
-48.07407,-15.8785408,72306-523,nao
-47.915777,-15.7980123,70670-012,nao
-47.9303808,-15.8016267,70673-403,nao
-48.0981574,-15.8825268,72301-525,nao
-48.0785127,-15.8757475,72306-202,nao
-47.9383981,-15.7828483,70640-660,nao
-48.1229535,-15.8800729,72333-536,nao
-47.9343238,-15.7954106,70658-558,nao
-48.0718004,-15.878566,72306-535,nao
-47.9372016,-15.7961683,70658-158,nao
-47.9370709,-15.7945488,70658-192,nao
-47.9433077,-15.7959174,70650-155,nao
-48.116606,-15.8931248,72309-010,nao
-47.935038,-15.794088,70658-376,nao
-48.1199677,-15.8860278,72325-533,nao
-47.9368181,-15.7801764,70645-185,nao
-47.9346198,-15.7797319,70645-062,nao
-48.0939068,-15.8806052,72305-003,nao
-48.0981556,-15.8768145,72341-251,nao
-47.9305922,-15.7951049,70675-109,nao
-47.9403739,-15.7974093,70655-653,nao
-48.1009882,-15.8877843,72305-533,nao
-48.0862902,-15.8758815,72300-603,nao
-47.9214232,-15.7969696,70673-101,nao
-47.9248633,-15.8010827,70670-521,nao
-48.1219722,-15.8869413,72325-551,nao
-48.1294995,-15.8841022,72327-505,nao
-47.9316795,-15.7848089,70648-127,nao
-48.1243492,-15.9007105,72317-301,nao
-47.9349269,-15.7957843,70658-459,nao
-48.0963946,-15.8846769,72305-309,nao
-48.0689675,-15.8728375,72308-203,nao
-48.0959307,-15.8881092,72305-516,nao
-47.925531,-15.7993305,70673-305,nao
-48.1074152,-15.8896008,72307-301,nao
-48.1206142,-15.8857195,72325-536,nao
-48.1436381,-15.8895087,72335-004,nao
-48.1026887,-15.8843818,72301-533,nao
-47.9400706,-15.7908264,70648-150,nao
-47.9362973,-15.7848528,70640-540,nao
-47.9359523,-15.7952861,70658-260,nao
-47.9440468,-15.8001532,70650-212,nao
-47.9342044,-15.7797375,70645-042,nao
-47.933709,-15.791153,70658-497,nao
-47.94007,-15.7923339,70650-403,nao
-47.9421722,-15.79684,70650-359,nao
-47.9368027,-15.7990902,70658-327,nao
-47.9336357,-15.7892828,70648-215,nao
-47.919664,-15.7947222,70680-526,nao
-48.1202105,-15.8814719,72325-504,nao
-48.0926676,-15.8807192,72305-007,nao
-47.9398352,-15.7947844,70655-671,nao
-48.0786002,-15.8781123,72306-311,nao
-48.1261644,-15.8965121,72303-531,nao
-47.9435032,-15.79753,70650-234,nao
-48.1181317,-15.8843117,72325-525,nao
-47.9172919,-15.7914751,70673-056,nao
-47.9299944,-15.800775,70673-400,nao
-48.0901865,-15.8816678,72300-537,nao
-48.0689491,-15.8739763,72308-208,nao
-48.1117818,-15.894314,72315-542,nao
-48.126105,-15.8883005,72327-520,nao
-47.940991,-15.7898923,70648-010,nao
-47.9380665,-15.7810211,70640-640,nao
-47.9355996,-15.7922333,70658-294,nao
-48.1201611,-15.8807494,72325-508,nao
-48.1267396,-15.8886933,72327-525,nao
-47.9374496,-15.785088,70640-563,nao
-48.142032,-15.8901407,72329-500,nao
-48.1244148,-15.8953705,72303-518,nao
-47.9344024,-15.7836149,70640-057,nao
-47.9420532,-15.7957597,70650-373,nao
-48.0964925,-15.880951,72301-518,nao
-47.9302602,-15.7886866,70675-426,nao
-48.0743378,-15.873606,72302-537,nao
-47.9298893,-15.7890364,70675-428,nao
-48.1121893,-15.896137,72315-582,nao
-48.1143364,-15.8927063,72309-003,nao
-47.9430599,-15.7959945,70650-272,nao
-48.0655672,-15.8685135,72302-804,nao
-47.9329318,-15.7889583,70648-245,nao
-48.1008337,-15.88432,72301-538,nao
-47.9344147,-15.7816393,70645-011,nao
-48.1038625,-15.884807,72301-549,nao
-47.9413553,-15.7909411,70648-030,nao
-48.0913435,-15.8833896,72305-501,nao
-48.1222281,-15.9002669,72317-551,nao
-47.9181024,-15.7906931,70673-042,nao
-48.0622738,-15.8680565,72304-012,nao
-48.0709045,-15.8776665,72306-531,nao
-47.936733,-15.7935468,70658-193,nao
-48.0770196,-15.8323239,72155-211,nao
-48.0475752,-15.8013554,72003-135,nao
-48.0535454,-15.8438546,72016-260,sim
-48.0045976,-15.8717487,71993-015,nao
-48.0908088,-15.8227379,72161-421,sim
-48.0371227,-15.8372753,71930-500,nao
-48.0642372,-15.7981075,72130-105,sim
-48.0486052,-15.804837,72003-595,nao
-48.0373687,-15.8541927,71956-720,nao
-48.0632719,-15.8530787,72023-445,nao
-48.1042573,-15.7992487,72145-521,sim
-48.0120467,-15.874186,71993-195,nao
-48.0684647,-15.8151484,72125-535,sim
-48.0370254,-15.8230256,72001-815,nao
-48.0836944,-15.8300963,72151-011,nao
-48.0009737,-15.860044,71994-305,nao
-48.0505697,-15.8014634,72003-115,nao
-48.0490475,-15.8006012,72110-800,nao
-48.0526213,-15.8455196,72020-081,nao
-48.083375,-15.8250639,72150-608,nao
-48.0117639,-15.8348999,71907-720,nao
-48.0027774,-15.8753209,71993-355,nao
-48.012235,-15.8750078,71993-185,nao
-48.0486095,-15.7987462,72003-210,nao
-47.9945385,-15.8718956,71993-720,nao
-48.0812714,-15.8228625,72150-510,nao
-48.0308649,-15.7934953,72007-610,nao
-48.0789677,-15.8262468,72155-510,nao
-48.0010323,-15.865375,71994-105,nao
-48.0527288,-15.8348434,72015-100,nao
-48.0749548,-15.8085014,72135-110,nao
-48.0529484,-15.8427124,72016-125,sim
-48.0817193,-15.827918,72150-320,nao
-48.0561131,-15.8354255,72015-010,sim
-48.0284432,-15.871404,71977-180,nao
-48.0677124,-15.8139017,72125-525,sim
-48.0748912,-15.8006345,72130-004,nao
-48.0144205,-15.8346242,71908-360,nao
-48.0080838,-15.794209,72005-580,nao
-48.0281258,-15.8275307,71920-180,nao
-48.0853691,-15.8281627,72151-103,nao
-47.9936439,-15.8604657,71994-150,nao
-48.0859241,-15.8387999,72158-330,nao
-48.0512919,-15.8438441,72020-000,sim
-48.0301671,-15.8386443,71917-180,nao
-48.0263633,-15.8482337,71996-430,nao
-48.0100729,-15.8631984,71995-380,nao
-48.0511908,-15.8050891,72003-555,nao
-48.0097584,-15.8711613,71993-225,nao
-47.9963708,-15.8599116,71994-385,nao
-48.0191836,-15.8383686,71939-720,nao
-48.083604,-15.8306568,72151-012,nao
-48.0889686,-15.8242432,72151-609,sim
-48.034949,-15.8737077,72035-516,nao
-48.0903875,-15.8178075,72152-018,sim
-48.089418,-15.8308983,72160-605,nao
-48.012793,-15.8755748,71988-360,nao
-48.0518094,-15.832542,72011-901,nao
-48.0927796,-15.8147556,72152-500,sim
-48.0296187,-15.8517545,71996-368,nao
-48.0593158,-15.7976031,72130-008,nao
-48.1045776,-15.7993305,72145-523,sim
-48.0853234,-15.8335083,72153-507,nao
-48.0355401,-15.8603852,71964-180,nao
-48.0257457,-15.8598676,71966-180,nao
-48.037794,-15.8546497,71955-360,nao
-48.0382843,-15.855245,71956-180,nao
-48.0785412,-15.8054926,72130-525,nao
-48.0548077,-15.8384647,72015-555,sim
-48.0491017,-15.8419305,72015-597,sim
-48.0569686,-15.8354415,72015-515,nao
-48.0080284,-15.7970175,72005-590,nao
-48.0473191,-15.8088558,72002-450,nao
-48.0844355,-15.8076226,72130-613,nao
-48.0298386,-15.8463032,71927-360,nao
-48.0782631,-15.8207918,72156-120,nao
-48.0265026,-15.8407696,71925-720,nao
-48.0157458,-15.8454345,71996-220,nao
-48.0830938,-15.8224476,72150-717,nao
-48.0770912,-15.8316596,72155-500,nao
-48.089669,-15.8281543,72161-023,sim
-48.0890164,-15.8143542,72152-111,sim
-48.0113958,-15.8320237,71907-180,nao
-48.1119673,-15.7945251,72146-233,sim
-47.9247583,-15.7901341,70680-900,nao
-47.94187,-15.8087465,70660-040,nao
-48.0799489,-15.810594,72135-200,nao
-48.0220086,-15.8187565,72001-115,nao
-48.106648,-15.792492,72146-510,sim
-48.0243916,-15.8699068,71976-300,nao
-48.0901422,-15.8220018,72151-718,sim
-48.0131679,-15.8349376,71908-180,nao
-48.0854148,-15.8251833,72151-312,nao
-48.0547341,-15.8054216,72003-395,nao
-48.0764914,-15.8279354,72155-615,nao
-48.0022066,-15.8597103,71994-245,nao
-47.939438,-15.7954583,70655-772,nao
-48.1250508,-15.8956496,72303-516,nao
-47.9387973,-15.7847281,70640-710,nao
-48.0360701,-15.8517539,71958-540,nao
-47.9381533,-15.7796383,70645-245,nao
-47.9338717,-15.7799603,70645-027,nao
-47.9393212,-15.7994133,70655-051,nao
-48.1289539,-15.8972313,72303-536,nao
-48.1158095,-15.8983265,72317-514,nao
-47.9991839,-15.9970798,72594-014,nao
-47.9649226,-16.0463185,72549-820,nao
-47.9999221,-15.9972935,72594-011,nao
-47.9999487,-15.9958629,72594-034,nao
-47.9961901,-15.9962147,72593-078,nao
-48.0884033,-15.8630778,72318-542,nao
-48.0722007,-15.8611716,72316-536,nao
-47.9334269,-15.7811575,70645-150,nao
-47.9269083,-15.7851164,70675-735,nao
-48.0754653,-15.8717041,72302-320,nao
-48.1027572,-15.8777081,72321-518,nao
-48.0858704,-15.865526,72318-107,nao
-48.121253,-15.8818161,72325-010,nao
-48.137514,-15.8933567,72327-558,nao
-48.0779505,-15.8648589,72316-107,nao
-48.0872067,-15.8687594,72318-524,nao
-48.1181938,-15.8811871,72323-544,nao
-48.0951276,-15.8662979,72319-507,nao
-48.1470019,-15.8975922,72329-580,nao
-48.1202338,-15.8832684,72325-112,nao
-48.0926503,-15.866888,72319-514,nao
-48.1015314,-15.8768686,72321-516,nao
-48.1006783,-15.8698512,72319-564,nao
-48.1411734,-15.8951774,72329-530,nao
-48.1398329,-15.8946028,72329-525,nao
-48.1185395,-15.8796379,72323-552,nao
-48.1223143,-15.8817191,72325-518,nao
-48.0974092,-15.8737333,72319-582,nao
-47.9927842,-15.7805894,71261-200,nao
-48.0017483,-15.7763324,71256-370,nao
-48.0982171,-15.8746679,72319-577,nao
-48.0853965,-15.8679347,72318-551,nao
-48.1444914,-15.8970194,72329-571,nao
-48.1450855,-15.8952657,72329-209,nao
-48.09876,-15.8685304,72319-546,nao
-48.1265883,-15.8878515,72327-020,nao
-48.1173161,-15.8823943,72323-562,nao
-48.1296301,-15.8825612,72333-403,nao
-48.0811069,-15.8658359,72316-502,nao
-48.1301125,-15.8849249,72327-502,nao
-48.0995723,-15.8760985,72319-571,nao
-48.0782424,-15.8655345,72316-106,nao
-48.136341,-15.8934604,72327-557,nao
-48.1202061,-15.8803592,72325-500,nao
-48.1283162,-15.8818727,72333-308,nao
-48.1144951,-15.878004,72323-505,nao
-48.1188506,-15.8795054,72323-550,nao
-47.9874183,-15.8101893,71100-052,nao
-47.9871541,-15.8153921,71010-014,nao
-47.994667,-15.9991121,72547-382,nao
-47.9934774,-15.9919599,72592-211,nao
-47.9940497,-15.996734,72593-011,nao
-48.0729018,-15.8603834,72320-557,nao
-48.1265661,-15.8813622,72333-303,nao
-48.1187118,-15.8810935,72323-545,nao
-48.127803,-15.8821277,72333-307,nao
-48.1373234,-15.8939505,72327-559,nao
-48.1406127,-15.8948464,72329-528,nao
-48.1240176,-15.8787253,72333-208,nao
-48.1206213,-15.8825905,72325-007,nao
-47.9901279,-15.8161894,71010-237,nao
-47.9909858,-15.8089632,71100-172,nao
-47.9749667,-15.8194391,71020-174,nao
-47.9928207,-15.7787308,71258-295,nao
-47.9901588,-15.8186952,71010-259,nao
-47.9795648,-15.8170237,71020-226,nao
-47.9880205,-15.821998,71015-070,nao
-47.9845984,-15.8165288,71010-162,nao
-47.9929997,-15.7785281,71258-290,nao
-47.9818494,-15.8197713,71020-007,nao
-47.9853235,-15.8426034,71070-052,nao
-47.9810305,-15.8201943,71020-627,nao
-47.9584697,-15.8265694,71215-277,nao
-47.9990033,-15.7840242,71255-515,nao
-47.9564759,-15.8214777,71215-231,nao
-48.0007555,-15.9964886,72594-307,nao
-47.9944084,-15.9961433,72593-015,nao
-47.994984,-15.9956617,72593-031,nao
-48.1241956,-15.8809548,72333-533,nao
-47.9751061,-15.8174461,71020-234,nao
-47.9600622,-15.8265138,71215-296,nao
-47.9912322,-15.8141443,71010-195,nao
-47.9866386,-15.838,71070-693,nao
-47.9862621,-15.8078246,71100-030,nao
-47.9738819,-15.8183704,71020-084,nao
-47.986459,-15.8102714,71100-018,nao
-47.9862521,-15.8166401,71010-084,nao
-47.9816529,-15.8169646,71010-003,nao
-47.9800286,-15.8138064,71010-071,nao
-47.9919086,-15.8141292,71010-046,nao
-47.9900959,-15.8192551,71010-209,nao
-47.9933402,-15.7785149,71258-285,nao
-47.9785138,-15.816941,71020-006,nao
-47.9853038,-15.8234464,71015-018,nao
-47.9823822,-15.8134768,71010-250,nao
-47.9580393,-15.8262276,71215-272,nao
-47.9759194,-15.8169155,71020-152,nao
-47.9889375,-15.8244484,71015-181,nao
-47.9864571,-15.8088741,71100-025,nao
-47.9903615,-15.8097853,71100-152,nao
-47.988545,-15.8163832,71010-077,nao
-47.9797185,-15.8134968,71010-061,nao
-47.9861532,-15.8082529,71100-028,nao
-47.9774904,-15.8182072,71020-116,nao
-47.9904874,-15.8180721,71010-627,nao
-47.6510378,-15.6182967,73310-214,nao
-47.6434136,-15.6166565,73350-216,nao
-47.9888481,-15.8201529,71010-129,nao
-47.987041,-15.8083993,71100-061,nao
-47.990723,-15.8231773,71015-021,nao
-47.6312113,-15.6136446,73355-702,nao
-47.6396252,-15.6167927,73358-012,nao
-47.6547519,-15.623591,73310-321,nao
-47.6438193,-15.6228622,73360-416,nao
-47.6305529,-15.612725,73355-704,nao
-47.6506174,-15.6125635,73310-690,nao
-47.6428677,-15.6041557,73340-630,nao
-47.6558477,-15.6018456,73340-782,nao
-47.6331257,-15.618153,73358-500,nao
-47.6500095,-15.6033173,73340-341,nao
-47.6321414,-15.6124551,73355-402,nao
-47.6537565,-15.6228253,73310-174,nao
-47.6314305,-15.6112754,73355-504,nao
-47.6545919,-15.6157275,73310-306,nao
-47.7922743,-15.6510419,73010-516,nao
-48.133224,-15.808351,72241-567,sim
-48.1237513,-15.8226874,72240-512,nao
-47.806727,-15.6511686,73031-620,sim
-47.995311,-15.8387402,71996-770,nao
-47.8024646,-15.6616171,73015-141,nao
-48.1355249,-15.8091378,72241-576,nao
-48.1254089,-15.8233049,72240-516,nao
-48.1187061,-15.7913631,72250-400,sim
-48.0686326,-16.0141395,72405-650,nao
-48.0661368,-16.0192457,72404-110,nao
-48.062592,-16.0239056,72405-190,nao
-47.8052562,-15.6428918,73036-025,sim
-47.9686182,-15.8690972,71715-019,nao
-48.1524914,-15.8084348,72275-156,sim
-47.9734887,-15.8723058,71710-028,nao
-47.801168,-15.6392135,73006-633,nao
-48.0682032,-16.0117917,72430-120,nao
-47.8083759,-15.6508632,73031-645,sim
-47.8232627,-15.6460781,73062-315,sim
-47.9689377,-15.9308675,71746-002,nao
-47.7809822,-15.6552632,73050-601,nao
-48.1352609,-15.7935601,72260-897,sim
-47.8062931,-15.6518994,73031-015,sim
-47.9722315,-15.8708874,71715-031,nao
-47.7869786,-15.6446575,73041-650,nao
-48.1401711,-15.7901698,72261-255,sim
-47.9971881,-15.8367476,71735-505,nao
-47.7879311,-15.6504476,73010-535,nao
-48.0729723,-16.0106235,72425-101,nao
-48.0659318,-16.0200077,72405-510,nao
-48.1326304,-15.7975296,72260-834,sim
-48.0661376,-16.0188083,72404-030,nao
-48.124156,-15.8225366,72240-513,nao
-47.7868568,-15.6486571,73011-150,nao
-47.9998852,-15.8786585,71732-020,nao
-47.7776213,-15.6536966,73050-609,nao
-48.131819,-15.8075046,72241-557,nao
-47.7959375,-15.649307,73026-655,sim
-48.1259716,-15.8233535,72240-500,nao
-48.0665318,-16.0184941,72404-040,nao
-48.044356,-16.0453089,72490-220,nao
-47.7831198,-15.6513462,73050-021,nao
-47.8094925,-15.6466626,73031-570,sim
-48.1518282,-15.8054769,72275-198,sim
-47.9735295,-15.8810488,71730-035,nao
-47.7796844,-15.6484753,73051-025,nao
-48.060261,-15.9964139,72429-140,nao
-48.0704974,-16.0292893,72410-114,nao
-47.8280443,-15.6392352,73060-130,sim
-48.067264,-16.0178052,72405-526,nao
-47.8038863,-15.6431614,73036-005,sim
-47.9633917,-15.8665584,71715-002,nao
-47.8019344,-15.6450238,73006-035,sim
-48.135711,-15.7902175,72262-101,nao
-47.8107918,-15.6463867,73031-573,nao
-48.1387464,-15.7988117,72260-890,nao
-48.1352963,-15.80173,72260-681,nao
-47.9737277,-15.8670221,71736-204,nao
-47.8211173,-15.6405795,73060-203,sim
-48.072557,-16.007178,72425-048,nao
-48.1376912,-15.804906,72260-657,sim
-48.0617974,-15.9998703,72430-200,nao
-47.782078,-15.6506136,73050-066,nao
-47.8287057,-15.6324153,73080-190,nao
-47.9680763,-15.8696148,71715-510,nao
-48.0657319,-16.0186578,72404-090,nao
-48.1297671,-15.7996418,72251-810,nao
-47.7781779,-15.6423466,73046-645,nao
-47.8015164,-15.6580293,73015-223,nao
-47.7789746,-15.6502403,73050-140,nao
-48.1497061,-15.8008587,72265-512,nao
-47.8287988,-15.642619,73060-605,nao
-47.9687317,-15.8723274,71720-592,nao
-47.807393,-15.6516869,73031-030,sim
-48.0725768,-16.0034321,72425-018,nao
-47.8053784,-15.6596194,73015-135,nao
-48.0669662,-16.0191622,72404-060,nao
-48.1304208,-15.8128754,72240-562,sim
-47.8049658,-15.6469177,73036-110,nao
-47.7932175,-15.6429563,73006-520,sim
-47.7824293,-15.6437874,73045-020,nao
-48.1302612,-15.8188017,72240-553,nao
-47.7835902,-15.6429763,73041-695,nao
-47.8017348,-15.6527967,73026-120,sim
-47.8023284,-15.6445577,73006-010,sim
-47.7885573,-15.6556865,73015-580,sim
-47.7531567,-15.6508925,73017-013,nao
-47.7758124,-15.6515191,73045-620,nao
-47.7542847,-15.6599296,73270-362,nao
-48.1272691,-15.8116472,72240-566,sim
-48.0442091,-16.0459105,72490-230,nao
-47.7901249,-15.645885,73011-105,sim
-47.7793447,-15.6490406,73051-050,nao
-48.0765889,-16.0096139,72425-135,nao
-47.7854812,-15.6477124,73041-620,sim
-48.0657291,-16.0182014,72404-010,nao
-47.8010577,-15.6522887,73026-530,nao
-47.7939067,-15.6524163,73010-610,nao
-47.8360858,-15.6349818,73081-492,nao
-48.1374879,-15.7904984,72261-068,sim
-47.7977113,-15.6579772,73015-275,nao
-48.1451136,-15.8087562,72242-169,nao
-47.8074295,-15.6464162,73036-145,sim
-47.6471037,-15.6718779,73370-044,nao
-47.6922223,-15.6081995,73402-177,nao
-47.8219563,-15.638022,73060-711,sim
-48.1341709,-15.8142171,72241-521,nao
